,Ratings,Reviews
1071,4.5,"Battery is 5-8hrs (No gaming).My Basic Usage is YT + Vscode, GMeet ,Other streaming platforms.
Build Quality is Awesome. Hinge looks a bit of a problem though.
Ryzen 5 5500U is the best for students who dont want to do gaming.
2 level Backlit is good.
4x2 ram is a Con.
Webcam and sound quality is okayish.
Keyboard keys are awesome love them."
1072,4.5,Good product in this price ...
1073,4.6,"One of the best laptop in this Range
Best for office work and some gaming
Battery life is very good
You can easily work for 7-8 hrs"
1074,4.5,"Amazing experience from the time the package was opened till now. It's been 2 weeks. Super light weight, fantastic face recognition and sound and ui experience. Great battery backup. Camera is great. Great value, happy that I made this quality choice without spending too much !"
1075,4,"Amazing experience from the time the package was opened till now. It's been 2 weeks. Super light weight, fantastic face recognition and sound and ui experience. Great battery backup. Camera is great. Great value, happy that I made this quality choice without spending too much !"
1076,4.7,"Writing review after 15 day of use.It is absolutely incredible product . DIsplay,Built quality ,design everything looks awesome and I just love it.if your Budget allow around 40K it is simply best choice in Hp brand laptop.SSD allow smooth functioning of Laptop sp there is everything in this laptop which force you to but this one ."
1077,4.5,It's Nice This is first day .
1078,4.3,Good
1079,3.5,"Great laptop for the price, i add 8gb ram (gekill ripjaws 3200mhz, density- RX8) and for those who were wondering what the density of the ram already present in the laptop is, its RX8 which is great . Once uprageded to 16 gb the laptop cab run almost all games at max settings at or above 60fps except some very demanding games like rdr2 and cyberpunk where u can get playable fps (45-50) with high +medium +ultra mix settings.

I got 60 fps plus in max settings in forza horizon 4, witcher 3 and..."
1080,4.3,Amazing product
1081,4.5,Nice laptop. I like it😍😍😍
1082,4.7,It's awesome for multipurpose computer very smoothly to use & worked performance is superb i like it 😋😍😇
1083,4.4,"I was confused between asus and lenovo s145 laptop but chose go with this laptop because of build quality.

Lenovo s145 feels quite flimsy while asus is reinforced with metal plates under the keyboard and in side supports of screen.

4gb ram and ryzen 3250u is good for everyday uses and light office work like browsing with5-6 tab oepn in chrome and 2-3 office files and for heavy uses there option to increase ram capacity.

Ssd read speeds are quite fast 950mb/s and write speed upto 350mb/s th..."
1084,4.3,"Battery: 3.5/5
Display: 4/5
Performance: 5/5
Design: 4.5/5
Value for money: 4.3/5

•Buy ssd with hhd it's perfect combination

•if you want best performance buy 512 ssd & if want more storage buy hhd laptop

•if you buy 512gb ssd it's too good but you need extra hhd or other storage stuff.

•allover just amazing laptop. Love it!❣"
1085,4.5,Battery is not so good.full Battery will last only 4 hours
1086,4.5,Excellent 👌 leptop
1087,4.4,"Flipkart just took 2 days to deliver the product.
I have used it now for just few hours, so here is the first impressions....
Battery is great as of now.
Display is great... vibrant and crisp.
i3 11 th gen handles everything too easily.
SSD is toooo fast...i have made a partition of 175gb for c drive.
Design is also great.
Comes with genuine windows 10 and ms office home & student 2019.
As of now.... everything is great. Now let's see what happens after some time, I'll edit the review after ..."
1088,4,Stylish laptop
1089,4.5,From past 10 months I'm searching for a best Gaming Laptop. Today I found it and I can say my choice is perfect. Mind-blowing Gaming Laptop at a reasonable price. Very fast booting(with in a blink of eye). Many people have a dream to become a gamer.. but due to high price everyone cannot afford a gaming laptop. But MSI made it possible with this low price and high specifications. Without any second thought we can buy it. I had a few doubts about the laptop and msi customer service cleared all...
1090,4.8,"Easily one of the most valuable & wonderful gaming laptops out there.

If you are a business user who wants more battery backup, portability & laptop for basic business requirements, then this is not for you.

A few things to know if you are purchasing a gaming laptop for the first time.

- Cooling system is very important for gaming laptop.
- Battery backup is adequate. However, it can be optimised if you work more than play.
- Fans run quiety to moderately all the time. Somewhere you c..."
1091,4.4,Worth of money
1092,4.3,Sound is very clear song play excellent i like very much thanks hp best price and performance good including Alexa also available.i like so much tq
1093,4.3,"The Specifications are good wrt to price. How does it deliver? Well first day review, design and colour nice. Windows 11 is better than 10 with easy accessibility. Wake up time is too good. Battery should last approximately 5-7 hrs with background downloads and a bit browsing. If looking for a quality display this is probably not the laptop, go for realme or mi. Display is good for our daily work. Build quality is good. MS Office is additional bonus and a must have with laptops. I think aud..."
1094,4.1,"Nice product light wight , very good sound quality, 15.6 HD display very nice , fast performance speed wise SSD 256,
Value for money."
1095,4.4,"I used this laptop last 1 month and now I'll give this feedback...This acer aspire 5 i5 11th Gen lap looks awesome compare than others ..Y ??? 👇
🔆DESIGN : This laptop is designed for multitask performance...Yeah , Design wise it looks too awesome . And it look too slim and easy to carry.
🔆PERFORMANCE : It is not the perfect one for gaming . But v can do multitasking like running many tabs and also perfect for codings .
🔆BATTERY : Good ...It standsback 5 hrs (normal use) and 3 hrs (Heavy ..."
1096,4.7,"Webcam quality is extremely poor. Build quality is poor. Keyboard is mediocre. If you have large hands like me than avoid this laptop. Always check product like laptop in person that you will be using on daily basis for personal and professional purposes before making purchase.

This laptop is not recommended for coding purposes. Keyboard is extremely fragile.

Laptop body is magnet for greasy smudges. Better opt for metal body laptop."
